Date,PropertyStatus,SellingPrice,MonthlyRentPrice,CostPrice,PropertyType,SalesPersonID,Location,AgentName,CommissionRate,CommissionEarned,ClientID,PropertyID,MarketingChannel,FeedbackRating,LeadSource,FinancingType,PropertyCondition
2021-07-20,Rent,,30290.0,13052845,Apartment,1,Delhi,Agent 7,3.91,218196.66,24672,12051,Print advertising,5,Referral,Flexi Payment Plan,Needs Repair
2023-07-30,Rent,,26247.0,11849581,Commercial,9,Chennai,Agent 8,3.12,284847.15,31033,15793,Online platforms,5,Social Media,Flexi Payment Plan,Good
2020-12-01,Rent,,24248.0,9180889,Commercial,9,Delhi,Agent 1,3.93,103973.73,19710,46372,Print advertising,3,Advertisement,CLP,Needs Repair
2020-03-24,Rent,,31117.0,5865777,Condo,3,Chennai,Agent 2,2.54,126396.6,30345,3777,Online platforms,3,Advertisement,Flexi Payment Plan,Good
2023-10-14,Rent,,38091.0,11448197,Condo,6,Chennai,Agent 8,4.31,220926.81,27046,27297,Online platforms,4,Referral,CLP,Good
2023-09-28,Sale,7118101.0,,13269376,Apartment,4,Bangalore,Agent 1,4.84,255973.61,34734,8788,Digital ads,5,Referral,CLP,Good
2022-04-21,Sale,16669001.0,,7134060,Condo,4,Mumbai,Agent 8,3.79,146138.17,15916,16712,Online platforms,2,Referral,Down Payment Plan,Good
2020-09-23,Rent,,44687.0,6400202,House,7,Mumbai,Agent 2,4.69,178550.4,21645,42383,Online platforms,2,Direct Inquiry,CLP,Needs Repair
2019-09-03,Sale,18183881.0,,5875664,House,4,Delhi,Agent 2,3.26,90864.33,29478,24319,Digital ads,3,Direct Inquiry,Cash,Good
2019-10-15,Sale,11337696.0,,8951267,Apartment,8,Hyderabad,Agent 4,4.93,73439.64,35104,12484,Print advertising,4,Direct Inquiry,Cash,Good
2019-06-10,Sale,12352849.0,,14561680,Apartment,8,Delhi,Agent 3,3.36,231766.53,17594,24719,Online platforms,4,Advertisement,Cash,Good
2019-05-03,Sale,13142262.0,,5705138,House,7,Delhi,Agent 4,3.84,137009.1,4770,12332,Online platforms,2,Advertisement,Cash,Good
2023-10-03,Rent,,29624.0,9474312,Commercial,7,Chennai,Agent 3,3.79,58099.91,14223,31418,Print advertising,5,Social Media,Down Payment Plan,Needs Repair
2020-10-10,Sale,15569707.0,,10124936,Apartment,8,Mumbai,Agent 1,3.01,63418.28,21822,19870,Digital ads,4,Direct Inquiry,Cash,Needs Repair
2019-02-17,Sale,18054322.0,,7332878,Condo,6,Mumbai,Agent 5,3.48,298142.05,13882,12454,Online platforms,3,Direct Inquiry,Cash,Needs Repair
2019-12-31,Sale,12091914.0,,3371297,Commercial,1,Delhi,Agent 7,3.8,242477.95,48948,49436,Email marketing,2,Referral,CLP,New
2023-01-27,Rent,,10218.0,4673978,Condo,6,Delhi,Agent 10,2.92,98948.42,15899,45589,Print advertising,5,Referral,Flexi Payment Plan,Good
2020-09-27,Sale,5630501.0,,6661181,Condo,1,Mumbai,Agent 1,4.92,65409.41,25994,15685,Print advertising,4,Referral,Cash,New
2023-09-12,Rent,,28641.0,10819704,Apartment,2,Delhi,Agent 6,2.51,255324.31,21078,18551,Email marketing,4,Advertisement,CLP,Good
2022-03-28,Rent,,25885.0,14519179,House,10,Chennai,Agent 3,3.25,82591.93,30557,34974,Digital ads,5,Social Media,CLP,New
2022-01-21,Rent,,40809.0,14384727,Apartment,5,Hyderabad,Agent 7,4.52,208971.18,20213,23570,Online platforms,3,Social Media,Down Payment Plan,Needs Repair
2023-05-13,Sale,12324491.0,,3014837,Condo,2,Hyderabad,Agent 7,4.67,100198.23,32590,30541,Print advertising,1,Referral,Down Payment Plan,Good
2019-11-03,Sale,6810482.0,,7672420,Apartment,8,Hyderabad,Agent 9,4.1,100094.02,47345,49915,Print advertising,2,Direct Inquiry,Flexi Payment Plan,Needs Repair
2021-09-21,Sale,16334017.0,,8157459,Commercial,10,Bangalore,Agent 9,3.72,248488.58,13313,24295,Online platforms,5,Advertisement,CLP,New
2021-08-30,Sale,16831426.0,,7607420,Condo,2,Delhi,Agent 4,3.24,140139.06,27128,2997,Online platforms,5,Referral,CLP,New
2023-10-14,Sale,19228348.0,,9558099,House,6,Chennai,Agent 2,4.6,69889.96,14502,48579,Email marketing,1,Referral,Cash,New
2020-03-29,Sale,11007013.0,,14130128,Apartment,8,Chennai,Agent 8,2.55,177849.94,1063,36262,Email marketing,1,Social Media,Cash,Good
2023-12-20,Sale,10784994.0,,5339792,Commercial,5,Bangalore,Agent 9,3.04,128198.21,37955,47187,Email marketing,3,Referral,Cash,New
2022-07-21,Rent,,43570.0,8805016,Apartment,3,Hyderabad,Agent 7,4.05,143657.56,19346,9989,Digital ads,1,Advertisement,Flexi Payment Plan,Needs Repair
2020-09-01,Rent,,21209.0,5130458,Commercial,7,Chennai,Agent 4,4.14,263722.62,21619,15075,Online platforms,2,Direct Inquiry,Cash,Good
2022-03-26,Rent,,32387.0,4536017,Apartment,2,Delhi,Agent 5,3.16,189850.4,37342,16105,Print advertising,1,Direct Inquiry,Cash,New
2023-04-01,Rent,,14723.0,7843655,Condo,1,Bangalore,Agent 3,3.48,201845.59,36087,42901,Print advertising,5,Advertisement,Down Payment Plan,Needs Repair
2021-11-14,Rent,,39830.0,12862903,Commercial,9,Hyderabad,Agent 3,3.68,122461.77,16865,32023,Print advertising,3,Direct Inquiry,Flexi Payment Plan,Needs Repair
2023-03-05,Sale,17102709.0,,6681471,Condo,1,Chennai,Agent 1,4.26,212065.29,30201,11026,Online platforms,5,Direct Inquiry,Flexi Payment Plan,Good
2021-12-30,Sale,13832306.0,,6595814,Commercial,2,Chennai,Agent 2,3.87,131941.23,11093,9173,Print advertising,2,Referral,CLP,Needs Repair
2023-08-26,Rent,,41699.0,9144441,Apartment,2,Bangalore,Agent 1,2.67,142205.01,32003,12062,Online platforms,4,Referral,Flexi Payment Plan,Good
2023-08-12,Rent,,45497.0,4645982,Commercial,3,Chennai,Agent 3,3.73,209639.63,42062,3850,Digital ads,2,Referral,Down Payment Plan,Needs Repair
2023-06-16,Sale,11948131.0,,7493393,House,8,Hyderabad,Agent 8,3.44,149872.58,2217,4872,Print advertising,2,Advertisement,Cash,New
2019-05-31,Sale,14579311.0,,3546509,Apartment,10,Chennai,Agent 6,3.79,152655.0,419,27027,Digital ads,4,Advertisement,Flexi Payment Plan,New
2020-03-03,Rent,,46681.0,14507016,Apartment,3,Bangalore,Agent 7,3.24,204313.42,41334,15168,Online platforms,1,Referral,CLP,New
2019-07-31,Rent,,22245.0,10830214,Commercial,8,Chennai,Agent 3,2.78,70813.83,46346,9898,Online platforms,1,Advertisement,Down Payment Plan,Needs Repair
2019-01-29,Sale,18987122.0,,5024491,Commercial,7,Hyderabad,Agent 6,4.1,260885.63,14335,33144,Digital ads,5,Referral,Down Payment Plan,Good
2022-11-17,Rent,,28838.0,14707714,Commercial,3,Mumbai,Agent 10,3.12,247262.1,24459,3962,Online platforms,5,Direct Inquiry,CLP,Good
2023-02-10,Sale,16311012.0,,14411073,Commercial,5,Bangalore,Agent 4,4.24,171062.05,43207,31973,Email marketing,1,Advertisement,CLP,New
2019-02-18,Rent,,20015.0,13546325,House,1,Bangalore,Agent 2,2.68,246916.38,434,34880,Email marketing,5,Direct Inquiry,CLP,New
2023-09-10,Rent,,47081.0,11691816,House,9,Delhi,Agent 1,4.48,128465.35,26958,777,Print advertising,1,Advertisement,Flexi Payment Plan,Good
2019-02-21,Rent,,12946.0,7878410,Commercial,5,Mumbai,Agent 8,4.67,289890.61,34696,47330,Online platforms,3,Referral,Down Payment Plan,Needs Repair
2021-05-03,Sale,9825049.0,,9843238,Apartment,9,Chennai,Agent 6,2.75,205782.3,35111,18789,Online platforms,1,Social Media,CLP,Needs Repair
2019-02-23,Sale,9262717.0,,13513309,Commercial,4,Mumbai,Agent 10,3.07,182963.46,32914,45735,Online platforms,2,Social Media,Flexi Payment Plan,Needs Repair
2022-08-30,Sale,13260294.0,,9531882,House,3,Mumbai,Agent 6,3.19,134156.6,11749,7014,Digital ads,2,Advertisement,Cash,New
2019-10-27,Rent,,39633.0,4466417,Condo,2,Delhi,Agent 5,2.63,273857.63,34367,9759,Print advertising,2,Advertisement,Down Payment Plan,Good
2021-01-18,Sale,9381068.0,,14078177,Condo,4,Bangalore,Agent 3,2.71,276211.95,12579,40618,Digital ads,1,Advertisement,Cash,Good
2023-06-24,Rent,,21275.0,5975958,Commercial,10,Bangalore,Agent 9,4.84,77017.3,16543,23229,Online platforms,2,Social Media,Cash,Needs Repair
2021-04-10,Sale,15563065.0,,3670560,Condo,7,Bangalore,Agent 8,3.22,147544.64,26012,5179,Email marketing,5,Advertisement,Down Payment Plan,New
2022-03-05,Sale,7562388.0,,4948426,Condo,5,Delhi,Agent 4,3.64,124587.25,26610,30081,Digital ads,4,Referral,Cash,Needs Repair
2023-10-22,Sale,9973499.0,,14339427,House,5,Chennai,Agent 9,4.04,285282.05,15939,45695,Print advertising,1,Direct Inquiry,Down Payment Plan,Needs Repair
2020-12-02,Sale,13681890.0,,10188785,Condo,7,Chennai,Agent 7,2.84,128126.74,19660,44830,Online platforms,2,Direct Inquiry,Flexi Payment Plan,Good
2019-09-08,Rent,,47697.0,12412371,Apartment,6,Hyderabad,Agent 8,4.65,202078.28,42844,42592,Digital ads,2,Social Media,Flexi Payment Plan,New
2019-04-09,Sale,14532241.0,,4563171,Commercial,10,Mumbai,Agent 2,4.15,291108.82,6128,26561,Print advertising,1,Referral,Cash,New
2022-03-24,Sale,6728247.0,,3100368,Commercial,7,Delhi,Agent 6,4.33,242728.1,36222,31196,Email marketing,3,Direct Inquiry,Cash,Good
2019-06-24,Rent,,22768.0,6323571,Condo,6,Chennai,Agent 9,2.58,54982.56,41730,620,Digital ads,3,Advertisement,Down Payment Plan,Good
2020-06-16,Rent,,18576.0,9479759,House,4,Hyderabad,Agent 6,4.41,187487.19,5419,32759,Online platforms,3,Referral,Flexi Payment Plan,Needs Repair
2022-09-10,Rent,,40549.0,10767137,House,5,Bangalore,Agent 2,4.09,189669.22,42265,21711,Print advertising,5,Social Media,Flexi Payment Plan,Good
2023-10-25,Rent,,47542.0,5143267,Apartment,10,Mumbai,Agent 2,4.48,261735.42,6250,34614,Digital ads,5,Direct Inquiry,Flexi Payment Plan,Good
2019-05-13,Sale,6259396.0,,9913445,Condo,9,Hyderabad,Agent 10,3.66,82536.66,15058,13856,Online platforms,4,Advertisement,Down Payment Plan,New
2023-10-27,Rent,,10967.0,12944842,Apartment,4,Delhi,Agent 5,3.95,62783.0,31163,17767,Digital ads,3,Advertisement,Flexi Payment Plan,Needs Repair
2019-05-25,Rent,,37912.0,13433629,Commercial,10,Bangalore,Agent 9,3.62,224378.88,4873,44855,Print advertising,4,Social Media,CLP,Good
2021-05-21,Rent,,49331.0,8423963,Commercial,10,Delhi,Agent 6,2.78,174343.26,36931,43130,Online platforms,5,Advertisement,Down Payment Plan,Good
2019-04-13,Rent,,10178.0,6593154,Apartment,10,Chennai,Agent 2,4.25,86676.18,11755,20611,Email marketing,2,Referral,Cash,Good
2019-02-18,Sale,13795238.0,,5078034,Apartment,5,Delhi,Agent 3,3.74,170842.86,38472,9450,Online platforms,3,Advertisement,CLP,New
2022-05-22,Sale,19638765.0,,13667295,Condo,3,Bangalore,Agent 1,4.51,155854.01,5043,19614,Online platforms,3,Referral,Flexi Payment Plan,New
2020-05-19,Sale,12387972.0,,13005511,Apartment,2,Delhi,Agent 7,3.91,126422.72,36960,15760,Email marketing,4,Referral,Flexi Payment Plan,Needs Repair
2023-10-27,Sale,16946840.0,,3286552,Apartment,6,Delhi,Agent 2,2.98,263288.41,25504,44371,Print advertising,2,Referral,Flexi Payment Plan,Good
2023-08-07,Sale,10311698.0,,4124887,Condo,6,Delhi,Agent 8,4.37,253006.65,21741,25156,Digital ads,1,Direct Inquiry,CLP,Good
2020-03-10,Rent,,33591.0,11333837,House,6,Chennai,Agent 4,4.32,221477.86,45175,47459,Email marketing,2,Social Media,Flexi Payment Plan,Good
2019-09-01,Rent,,22502.0,3779067,Condo,5,Chennai,Agent 4,3.87,283982.73,32820,48855,Online platforms,4,Direct Inquiry,Down Payment Plan,Good
2021-12-10,Sale,17540687.0,,4014792,House,9,Chennai,Agent 2,3.84,277433.62,3520,6402,Print advertising,5,Direct Inquiry,Cash,New
2022-09-19,Sale,5092697.0,,10545660,Commercial,3,Mumbai,Agent 4,4.87,99662.62,15214,4982,Online platforms,4,Direct Inquiry,Down Payment Plan,Good
2021-11-24,Rent,,17864.0,10202262,Commercial,2,Mumbai,Agent 10,2.67,235024.96,39661,40231,Email marketing,1,Advertisement,Cash,Needs Repair
2022-05-17,Rent,,45128.0,14105359,House,6,Hyderabad,Agent 10,4.45,237460.82,21390,1942,Digital ads,1,Referral,Flexi Payment Plan,New
2021-04-29,Rent,,23614.0,12155462,Condo,8,Bangalore,Agent 9,3.11,295621.97,29528,32153,Print advertising,4,Referral,Flexi Payment Plan,Good
2020-12-09,Rent,,43978.0,3695699,Condo,9,Mumbai,Agent 10,3.12,124016.28,23319,36244,Online platforms,4,Referral,Cash,Needs Repair
2022-03-12,Rent,,43233.0,7795298,Apartment,10,Bangalore,Agent 10,4.49,52045.63,28302,12173,Digital ads,2,Social Media,Flexi Payment Plan,Good
2023-12-26,Sale,15775337.0,,6805495,House,6,Bangalore,Agent 5,4.97,124328.92,43298,24909,Digital ads,4,Direct Inquiry,CLP,New
2019-09-24,Rent,,27709.0,4596686,Commercial,9,Hyderabad,Agent 3,3.83,152577.79,40542,19358,Print advertising,2,Advertisement,Cash,Needs Repair
2021-02-04,Sale,9081522.0,,4207351,Apartment,10,Bangalore,Agent 3,3.38,160090.56,46735,4818,Digital ads,1,Social Media,Flexi Payment Plan,Needs Repair
2019-09-12,Sale,14982026.0,,12969041,Apartment,6,Hyderabad,Agent 6,3.93,165470.24,17562,10108,Print advertising,2,Referral,CLP,Needs Repair
2022-03-26,Rent,,20174.0,7533366,House,6,Hyderabad,Agent 9,4.35,51361.98,46641,41544,Online platforms,1,Advertisement,Down Payment Plan,Needs Repair
2020-04-24,Rent,,10923.0,12774718,Apartment,1,Delhi,Agent 8,4.29,266572.62,48475,25535,Email marketing,4,Referral,Down Payment Plan,Good
2021-09-10,Rent,,31935.0,7096304,House,10,Mumbai,Agent 8,3.95,257688.08,23639,6983,Email marketing,2,Social Media,Flexi Payment Plan,Needs Repair
2019-10-12,Rent,,22702.0,8223327,Apartment,4,Mumbai,Agent 6,4.59,228982.99,341,29147,Email marketing,5,Social Media,Down Payment Plan,Needs Repair
2022-01-23,Rent,,21385.0,6296511,Condo,5,Chennai,Agent 2,4.02,268605.89,49896,17680,Email marketing,4,Referral,Flexi Payment Plan,New
2019-11-14,Sale,6655723.0,,13824752,Condo,3,Chennai,Agent 7,4.82,171215.87,8684,5722,Email marketing,5,Referral,Down Payment Plan,New
2020-08-05,Sale,8567914.0,,11040029,House,4,Mumbai,Agent 5,4.95,238622.11,28245,29416,Online platforms,1,Advertisement,Cash,New
2023-09-27,Rent,,30189.0,7981694,Commercial,4,Bangalore,Agent 3,2.91,86249.89,36356,33584,Email marketing,2,Advertisement,Flexi Payment Plan,New
2022-06-21,Sale,5284997.0,,13761590,Apartment,2,Delhi,Agent 3,4.4,188251.77,6770,1722,Email marketing,1,Referral,Cash,New
2019-10-06,Rent,,42699.0,14575656,Commercial,4,Bangalore,Agent 10,4.76,168399.64,23195,36322,Digital ads,4,Social Media,Flexi Payment Plan,Good
2019-10-17,Sale,5948631.0,,5247588,Apartment,6,Mumbai,Agent 3,4.19,112317.91,39121,39194,Digital ads,2,Direct Inquiry,CLP,Good
2021-10-04,Sale,12039331.0,,11271980,Condo,2,Chennai,Agent 4,4.42,185485.25,25247,809,Digital ads,4,Referral,Cash,Good
2021-06-25,Sale,6872133.0,,12006875,Commercial,3,Mumbai,Agent 2,4.54,257728.01,27120,25415,Online platforms,1,Referral,Flexi Payment Plan,Needs Repair
2019-09-21,Rent,,49512.0,11046077,Condo,7,Delhi,Agent 3,3.58,121227.97,47504,36670,Print advertising,3,Social Media,Cash,New
2021-01-24,Rent,,34765.0,4788900,Apartment,2,Mumbai,Agent 1,4.04,244334.16,37484,34152,Print advertising,1,Referral,CLP,New
2020-06-10,Sale,18874507.0,,5721255,Apartment,10,Chennai,Agent 4,4.17,63168.57,44913,24952,Print advertising,1,Social Media,Cash,Good
2020-06-10,Sale,17785078.0,,12509214,House,8,Hyderabad,Agent 4,4.02,222689.47,9100,17624,Email marketing,3,Social Media,Flexi Payment Plan,Good
2021-07-24,Rent,,46752.0,11830309,House,4,Mumbai,Agent 1,4.21,118564.66,17591,32318,Email marketing,1,Advertisement,CLP,New
2020-03-29,Sale,15274570.0,,4857256,House,2,Bangalore,Agent 6,4.9,75905.83,4147,10959,Digital ads,4,Advertisement,Cash,New
2022-09-12,Rent,,34561.0,11455151,Commercial,8,Chennai,Agent 1,4.28,64603.64,18086,27598,Online platforms,4,Referral,Cash,New
2021-07-20,Sale,18597046.0,,5521351,House,4,Delhi,Agent 3,4.61,259400.17,31735,5042,Email marketing,1,Direct Inquiry,Flexi Payment Plan,Needs Repair
2022-01-26,Rent,,12507.0,8470589,Condo,8,Bangalore,Agent 6,3.39,104438.64,16496,16161,Email marketing,1,Referral,Flexi Payment Plan,Good
2023-03-21,Rent,,11973.0,3857358,Apartment,2,Mumbai,Agent 9,3.1,102990.13,38916,40415,Online platforms,1,Referral,CLP,Good
2020-08-30,Sale,7386793.0,,6909557,Apartment,3,Mumbai,Agent 6,3.53,193593.13,30007,7011,Digital ads,2,Advertisement,CLP,New
2020-02-25,Rent,,37878.0,10251166,House,2,Bangalore,Agent 4,4.58,208460.72,19967,444,Online platforms,4,Referral,CLP,Needs Repair
2022-05-14,Sale,8498831.0,,10029946,Commercial,7,Bangalore,Agent 8,3.81,134563.17,21773,40645,Email marketing,4,Advertisement,CLP,Good
2022-03-26,Sale,18137942.0,,7066401,Apartment,8,Delhi,Agent 6,3.03,284289.5,21597,28851,Online platforms,1,Referral,Down Payment Plan,Good
2021-11-05,Sale,15506349.0,,4620709,Condo,3,Mumbai,Agent 2,4.29,287690.96,42667,38955,Email marketing,1,Direct Inquiry,Cash,Good
2020-02-27,Rent,,45904.0,10944975,Condo,5,Delhi,Agent 9,3.33,123971.05,19690,21016,Print advertising,3,Social Media,Flexi Payment Plan,New
2020-09-16,Rent,,36632.0,6779489,Apartment,1,Mumbai,Agent 3,4.02,241714.53,31393,20591,Online platforms,2,Referral,Down Payment Plan,New
2020-07-05,Rent,,42302.0,7000819,Commercial,5,Hyderabad,Agent 9,4.1,51936.73,26100,20916,Print advertising,3,Social Media,CLP,New
2021-06-24,Rent,,20758.0,4029966,House,6,Bangalore,Agent 1,2.95,52420.53,48161,45545,Print advertising,2,Direct Inquiry,Flexi Payment Plan,New
2023-03-06,Sale,15119005.0,,10348437,House,10,Chennai,Agent 7,4.14,146433.85,37741,15888,Digital ads,1,Direct Inquiry,Cash,New
2021-10-09,Rent,,25085.0,6414272,House,2,Bangalore,Agent 9,3.62,261280.14,24646,18370,Email marketing,5,Social Media,Down Payment Plan,Needs Repair
2022-05-05,Sale,9924062.0,,13453063,Commercial,8,Delhi,Agent 3,4.33,142483.78,23922,7464,Email marketing,1,Referral,CLP,New
2023-10-18,Sale,11439702.0,,5295773,Condo,4,Delhi,Agent 7,3.3,202192.11,13095,38813,Digital ads,3,Advertisement,Cash,New
2023-08-23,Sale,6206609.0,,12079947,Apartment,7,Delhi,Agent 4,2.6,254637.17,11792,1764,Digital ads,5,Advertisement,Flexi Payment Plan,Needs Repair
2022-12-05,Rent,,33925.0,4233647,Commercial,5,Hyderabad,Agent 8,2.64,127444.77,46424,13740,Print advertising,5,Social Media,CLP,New
2022-09-24,Rent,,27843.0,6816325,Condo,6,Bangalore,Agent 5,2.68,108392.63,19093,45406,Digital ads,3,Social Media,CLP,Needs Repair
2019-08-03,Sale,13987687.0,,4042373,Commercial,6,Hyderabad,Agent 9,2.76,200420.26,26814,44105,Print advertising,5,Referral,CLP,Needs Repair
2023-04-01,Sale,11922613.0,,14669577,House,7,Chennai,Agent 5,4.06,145765.34,9122,41507,Email marketing,1,Referral,Down Payment Plan,Needs Repair
2021-07-29,Sale,16035627.0,,4963352,Apartment,7,Mumbai,Agent 8,3.9,123977.88,15862,16560,Print advertising,2,Advertisement,CLP,Good
2020-04-23,Rent,,37736.0,3506864,Commercial,10,Bangalore,Agent 6,4.59,126630.07,46874,27731,Print advertising,2,Referral,CLP,Needs Repair
2022-03-17,Sale,8274725.0,,4079444,Apartment,4,Delhi,Agent 4,3.46,164251.48,4848,29431,Print advertising,4,Advertisement,Down Payment Plan,Needs Repair
2023-01-28,Rent,,32629.0,13006314,House,7,Chennai,Agent 7,3.31,70090.1,38158,26268,Email marketing,1,Social Media,Flexi Payment Plan,Needs Repair
2023-07-19,Sale,18701832.0,,6363161,Apartment,10,Bangalore,Agent 9,3.38,103675.4,33202,45332,Digital ads,2,Advertisement,Flexi Payment Plan,New
2022-07-23,Sale,13462325.0,,8807808,Commercial,8,Delhi,Agent 3,3.66,201996.42,35629,2410,Email marketing,1,Direct Inquiry,CLP,New
2022-01-22,Sale,16533157.0,,9458147,Commercial,9,Hyderabad,Agent 6,4.24,168696.72,45983,35187,Email marketing,3,Referral,Cash,Good
2019-09-22,Rent,,49528.0,3726038,Apartment,1,Chennai,Agent 7,4.22,259177.01,7168,16269,Print advertising,1,Direct Inquiry,CLP,New
2022-01-07,Rent,,31458.0,12594153,Apartment,2,Bangalore,Agent 10,3.59,256779.39,10902,42402,Digital ads,1,Social Media,CLP,Needs Repair
2019-05-18,Rent,,36820.0,8856347,Commercial,9,Mumbai,Agent 8,4.0,254039.74,36912,42273,Digital ads,2,Referral,Cash,Needs Repair
2022-05-26,Rent,,15523.0,4389666,House,3,Bangalore,Agent 9,3.38,292432.39,49328,21732,Print advertising,3,Social Media,Cash,New
2022-08-30,Sale,14715892.0,,11257579,Apartment,7,Hyderabad,Agent 2,3.05,92702.79,6944,692,Online platforms,2,Social Media,Flexi Payment Plan,New
2019-11-03,Rent,,17772.0,13321518,Commercial,5,Delhi,Agent 2,4.72,230312.78,16957,14550,Print advertising,5,Social Media,CLP,Good
2023-05-06,Sale,15807248.0,,11253593,Condo,4,Bangalore,Agent 4,4.2,64465.15,48946,34000,Email marketing,5,Advertisement,CLP,Good
2023-09-30,Sale,8748872.0,,11824484,Apartment,9,Hyderabad,Agent 4,4.09,57159.59,38045,45067,Email marketing,1,Advertisement,CLP,Good
2023-11-23,Rent,,26973.0,13748725,Apartment,10,Chennai,Agent 6,3.98,112347.68,14486,29215,Print advertising,5,Social Media,CLP,Good
2022-03-08,Sale,11211984.0,,11719090,Condo,9,Delhi,Agent 8,2.77,90092.67,25634,30348,Digital ads,5,Referral,CLP,Needs Repair
2023-04-04,Sale,9213322.0,,14185976,Commercial,7,Bangalore,Agent 4,3.73,267981.12,9880,22608,Email marketing,1,Advertisement,Cash,New
2019-03-18,Rent,,11469.0,11690954,Commercial,5,Bangalore,Agent 8,4.15,143384.26,31639,6852,Digital ads,5,Social Media,Cash,Good
2021-07-06,Rent,,19442.0,6446093,Commercial,3,Chennai,Agent 10,2.72,112665.4,27262,5627,Online platforms,3,Direct Inquiry,Cash,Good
2019-12-27,Sale,10919271.0,,3408427,Commercial,5,Bangalore,Agent 3,4.35,278674.01,47852,9285,Print advertising,5,Referral,Down Payment Plan,Good
2021-12-18,Rent,,34918.0,5145015,Commercial,8,Mumbai,Agent 7,4.11,152987.27,20441,22484,Email marketing,2,Social Media,Cash,Good
2022-11-15,Sale,12524660.0,,5665386,House,1,Delhi,Agent 1,4.38,91564.28,13558,31650,Online platforms,3,Advertisement,Down Payment Plan,Good
2021-12-18,Rent,,45236.0,4150696,Apartment,3,Hyderabad,Agent 10,4.32,79308.19,31206,6398,Print advertising,5,Advertisement,Down Payment Plan,Good
2022-09-23,Rent,,45109.0,11842246,Commercial,8,Delhi,Agent 9,4.17,110028.16,47317,45664,Digital ads,1,Social Media,Flexi Payment Plan,Needs Repair
2022-11-06,Sale,18157257.0,,6298441,Commercial,9,Chennai,Agent 5,3.53,70439.78,20901,4403,Online platforms,4,Social Media,CLP,Good
2021-07-21,Sale,11255077.0,,7897963,Condo,1,Mumbai,Agent 4,2.91,181440.04,2929,46582,Email marketing,3,Direct Inquiry,Down Payment Plan,New
2019-12-24,Rent,,44823.0,9921657,Commercial,4,Mumbai,Agent 10,4.56,296560.33,1481,42466,Print advertising,1,Advertisement,CLP,Good
2019-12-06,Rent,,40971.0,8668246,Commercial,2,Hyderabad,Agent 2,4.26,294689.43,44378,10772,Online platforms,2,Referral,Down Payment Plan,Needs Repair
2021-01-27,Sale,6398710.0,,10853594,Apartment,8,Mumbai,Agent 5,3.27,250874.39,33817,11433,Print advertising,1,Direct Inquiry,Flexi Payment Plan,Needs Repair
2023-09-11,Sale,12888342.0,,7495644,Condo,10,Mumbai,Agent 1,3.13,51492.97,10495,21692,Online platforms,5,Social Media,CLP,Good
2023-10-06,Rent,,12390.0,10066521,Commercial,7,Chennai,Agent 7,4.11,231440.49,27943,30282,Digital ads,5,Referral,CLP,New
2020-12-21,Sale,15222573.0,,5521704,House,5,Mumbai,Agent 6,2.61,169586.47,26546,41272,Digital ads,2,Advertisement,Down Payment Plan,Good
2020-07-27,Sale,13802782.0,,14770946,House,7,Chennai,Agent 6,3.06,57166.64,12216,41975,Digital ads,5,Referral,CLP,New
2022-09-04,Rent,,46915.0,5835643,Commercial,1,Delhi,Agent 10,3.42,251569.76,25925,1914,Digital ads,5,Direct Inquiry,CLP,New
2020-09-05,Sale,7018180.0,,9840449,Commercial,7,Chennai,Agent 5,3.49,83642.72,29464,38811,Email marketing,5,Referral,Down Payment Plan,Good
2022-08-27,Sale,9789993.0,,5921410,Apartment,7,Mumbai,Agent 7,3.14,93922.61,25483,292,Digital ads,4,Referral,CLP,New
2020-10-29,Sale,6258080.0,,6761814,Commercial,6,Mumbai,Agent 7,3.39,90441.82,13487,18242,Print advertising,4,Referral,CLP,Good
2019-07-14,Rent,,37701.0,5932488,Apartment,10,Chennai,Agent 9,4.8,125282.03,6669,35186,Print advertising,3,Direct Inquiry,Cash,Needs Repair
2020-08-03,Sale,19320768.0,,7055497,Commercial,5,Bangalore,Agent 8,3.23,75969.13,23973,21364,Print advertising,1,Social Media,CLP,New
2020-09-04,Rent,,27488.0,6093414,Commercial,2,Hyderabad,Agent 1,3.03,210736.87,29987,7469,Email marketing,2,Referral,Flexi Payment Plan,New
2021-03-26,Sale,5419236.0,,4509279,Apartment,4,Bangalore,Agent 5,3.47,272563.16,43956,32079,Print advertising,2,Social Media,Down Payment Plan,New
2023-06-28,Sale,7693037.0,,14746040,Apartment,2,Chennai,Agent 2,4.1,53380.14,41885,20540,Print advertising,5,Direct Inquiry,Cash,Good
2022-04-22,Rent,,14787.0,10743784,Apartment,3,Chennai,Agent 2,4.84,130277.21,40063,25726,Online platforms,1,Direct Inquiry,Cash,New
2023-12-29,Sale,19208612.0,,4020665,Apartment,6,Bangalore,Agent 7,4.83,211130.41,7487,22802,Print advertising,1,Social Media,Cash,New
2021-12-29,Rent,,46456.0,14824522,Apartment,6,Delhi,Agent 5,4.31,264832.93,40460,11307,Digital ads,1,Social Media,Cash,Needs Repair
2021-07-13,Rent,,42314.0,11778592,House,6,Mumbai,Agent 10,4.47,240543.5,40271,38678,Online platforms,2,Referral,Cash,Needs Repair
2019-09-21,Rent,,22397.0,4797031,Apartment,6,Mumbai,Agent 10,3.12,118091.27,44048,8779,Print advertising,3,Social Media,CLP,New
